date,time,sym,price,size
2018-07-01,09:54:45.203,USDGBP,49.78685,41500
2018-07-01,09:54:45.407,GBPPLN,40.85904,73500
2018-07-01,09:54:45.460,EURPLN,34.31203,19100
2018-07-01,09:54:45.970,USDGBP,72.64897,60400
2018-07-02,09:30:00.106,USDEUR,19.17859,3000
2018-07-02,09:30:00.188,EURPLN,52.4485,86300
2018-07-02,09:30:15.340,USDGBP,68.09496,78600
2018-07-02,09:30:15.504,GBPPLN,3.609859,67700
2018-07-02,09:30:15.802,EURPLN,85.48608,72800
2018-07-02,09:30:15.900,USDGBP,49.76958,29800
2018-07-02,09:30:30.243,USDEUR,49.27781,4700
2018-07-02,09:30:30.349,USDPLN,50.68874,53400
2018-07-02,09:30:30.378,EURPLN,60.56522,61900
2018-07-02,09:30:30.856,USDPLN,19.97882,55900
2018-07-02,09:30:30.878,USDEUR,14.58041,34200
2018-07-02,09:30:30.936,USDPLN,5.775856,78300
2018-07-02,09:30:45.139,GBPPLN,42.31157,50900
2018-07-02,09:30:45.204,GBPPLN,38.22314,87200
2018-07-02,09:30:45.394,USDGBP,45.73646,70400
2018-07-02,09:30:45.456,USDPLN,51.99894,45900
2018-07-02,09:30:45.709,EURPLN,25.82774,89100
2018-07-02,09:30:45.744,GBPPLN,39.15805,40500
2018-07-02,09:30:45.830,USDEUR,13.84708,700
2018-07-02,09:30:45.951,EURPLN,88.37991,61600
2018-07-02,09:31:00.192,EURPLN,86.91491,24100
2018-07-02,09:31:00.291,GBPPLN,12.95748,8500
2018-07-02,09:31:00.379,USDEUR,45.99879,33000
2018-07-02,09:31:00.459,EURPLN,89.13361,4800
2018-07-02,09:31:00.483,GBPPLN,80.96323,34700
2018-07-02,09:31:15.016,USDEUR,12.13307,49300
2018-07-02,09:31:15.296,USDEUR,33.01777,67900
2018-07-02,09:31:15.300,USDGBP,15.83866,14800
2018-07-02,09:31:15.477,USDGBP,34.21476,29800
2018-07-02,09:31:15.513,USDEUR,70.43438,18900
2018-07-02,09:31:15.751,GBPPLN,96.58159,96700
2018-07-02,09:31:15.887,USDPLN,91.42939,68200
2018-07-02,09:31:15.922,USDEUR,69.60204,28400
2018-07-02,09:31:15.996,USDPLN,65.50847,13100
2018-07-02,09:31:30.231,USDGBP,19.07995,8000
2018-07-02,09:31:30.884,USDEUR,3.592051,3900
2018-07-02,09:31:30.921,EURPLN,20.68475,18800
2018-07-02,09:31:45.201,USDPLN,71.09391,54900
2018-07-02,09:31:45.238,USDGBP,86.08071,99800
2018-07-02,09:31:45.248,USDGBP,93.85385,42800
2018-07-02,09:31:45.913,GBPPLN,58.99747,29000
2018-07-02,09:31:45.917,GBPPLN,56.94864,50900
2018-07-02,09:32:00.415,USDEUR,82.10244,21500
2018-07-02,09:32:00.669,EURPLN,90.74055,7700
2018-07-02,09:32:00.678,USDEUR,99.13436,87600
2018-07-02,09:32:00.768,USDPLN,2.45533,23500
2018-07-02,09:32:15.096,USDEUR,95.45173,95300
2018-07-02,09:32:15.118,USDPLN,66.35938,500
2018-07-02,09:32:15.196,USDPLN,15.80769,65400
2018-07-02,09:32:15.217,USDGBP,50.69153,96800
2018-07-02,09:32:30.283,EURPLN,32.35833,78600
2018-07-02,09:32:30.285,GBPPLN,41.6042,14900
2018-07-02,09:32:30.351,USDEUR,45.56276,18500
2018-07-02,09:32:30.375,USDEUR,4.004832,90900
2018-07-02,09:32:30.742,USDEUR,97.81289,17800
2018-07-02,09:32:30.751,USDPLN,65.39075,4100
2018-07-02,09:32:45.272,USDEUR,66.25786,28200
2018-07-02,09:32:45.339,USDGBP,45.08699,49700
2018-07-02,09:32:45.946,USDPLN,35.05067,95900
2018-07-02,09:33:00.151,USDPLN,66.90993,17700
2018-07-02,09:33:00.537,USDEUR,5.827293,55200
2018-07-02,09:33:00.888,USDGBP,62.43235,21100
2018-07-02,09:33:15.202,USDEUR,9.747006,87900
2018-07-02,09:33:15.245,GBPPLN,79.11483,4500
2018-07-02,09:33:15.292,USDPLN,84.40148,87500
2018-07-02,09:33:15.329,USDPLN,43.98162,26100
2018-07-02,09:33:15.363,USDPLN,23.6018,34900
2018-07-02,09:33:15.657,USDEUR,85.25651,63000
2018-07-02,09:33:15.812,USDPLN,59.85407,67700
2018-07-02,09:33:30.015,EURPLN,40.37906,63600
2018-07-02,09:33:30.283,GBPPLN,1.712264,79300
2018-07-02,09:33:30.537,USDGBP,65.35872,15300
2018-07-02,09:33:30.648,EURPLN,77.50262,33500
2018-07-02,09:33:30.864,USDPLN,41.81608,8200
2018-07-02,09:33:30.905,GBPPLN,77.71861,84700
2018-07-02,09:33:45.014,USDPLN,54.65759,31800
2018-07-02,09:33:45.239,USDEUR,72.09992,12400
2018-07-02,09:33:45.385,EURPLN,73.71196,42600
2018-07-02,09:33:45.685,USDPLN,98.48139,23600
2018-07-02,09:33:45.966,GBPPLN,79.77447,5700
2018-07-02,09:34:00.146,EURPLN,63.75181,89300
2018-07-02,09:34:00.301,USDEUR,5.31925,38100
2018-07-02,09:34:00.351,EURPLN,5.187171,67500
2018-07-02,09:34:00.770,USDGBP,28.19163,95300
2018-07-02,09:34:00.810,USDEUR,98.02833,50000
2018-07-02,09:34:00.810,USDEUR,34.80783,31200
2018-07-02,09:34:00.919,USDPLN,90.83064,58600
2018-07-02,09:34:15.073,USDPLN,18.57279,24300
2018-07-02,09:34:15.158,EURPLN,99.6971,25600
2018-07-02,09:34:15.987,USDEUR,38.71136,12500
2018-07-02,09:34:30.097,EURPLN,79.75954,6500
2018-07-02,09:34:30.321,USDPLN,64.274,77100
2018-07-02,09:34:30.350,EURPLN,48.0707,53600
2018-07-02,09:34:30.759,GBPPLN,80.89816,89000
2018-07-02,09:34:30.919,GBPPLN,75.99293,31000
2018-07-02,09:34:45.036,GBPPLN,66.34785,36300
2018-07-02,09:34:45.098,GBPPLN,77.35654,99900
2018-07-02,09:34:45.332,EURPLN,57.15491,13000
2018-07-02,09:34:45.790,USDEUR,43.18647,31300
2018-07-02,09:34:45.979,EURPLN,15.61737,42000
2018-07-02,09:35:00.024,USDEUR,4.689784,27300
2018-07-02,09:35:00.056,EURPLN,71.8058,72000
2018-07-02,09:35:00.599,EURPLN,22.13008,66300
2018-07-02,09:35:00.700,GBPPLN,9.456829,30300
2018-07-02,09:35:00.787,USDEUR,0.3102599,30900
2018-07-02,09:35:15.588,EURPLN,97.67408,99100
2018-07-02,09:35:15.716,USDPLN,30.05265,11200
2018-07-02,09:35:15.840,USDEUR,71.08064,400
2018-07-02,09:35:15.851,EURPLN,84.77464,64900
2018-07-02,09:35:30.078,USDPLN,70.38844,45000
2018-07-02,09:35:30.363,USDEUR,10.87694,81100
2018-07-02,09:35:30.624,GBPPLN,5.241931,57900
2018-07-02,09:35:30.871,EURPLN,18.13437,99900
2018-07-02,09:35:45.267,EURPLN,22.11112,48600
2018-07-02,09:35:45.584,USDGBP,29.0143,92100
2018-07-02,09:35:45.636,USDEUR,5.26168,27300
2018-07-02,09:35:45.701,EURPLN,6.422348,41700
2018-07-02,09:35:45.794,USDEUR,52.28122,59600
2018-07-02,09:35:45.941,USDGBP,44.50911,72400
2018-07-02,09:35:45.973,USDEUR,70.79064,74900
2018-07-02,09:36:00.303,USDPLN,1.965279,24000
2018-07-02,09:36:00.418,USDPLN,29.49721,13100
2018-07-02,09:36:00.584,USDPLN,50.71249,7300
2018-07-02,09:36:00.839,USDPLN,38.29417,11300
2018-07-02,09:36:00.852,USDPLN,66.89093,43500
2018-07-02,09:36:00.884,EURPLN,45.2778,48800
2018-07-02,09:36:00.915,USDEUR,90.18526,76100
2018-07-02,09:36:15.232,USDPLN,67.01505,6000
2018-07-02,09:36:15.515,EURPLN,72.22621,45000
2018-07-02,09:36:30.369,EURPLN,44.29382,45300
2018-07-02,09:36:30.485,USDPLN,68.44382,94000
2018-07-02,09:36:30.569,USDGBP,64.1749,71200
2018-07-02,09:36:45.062,USDEUR,64.69733,46700
2018-07-02,09:36:45.133,USDPLN,25.53304,85500
2018-07-02,09:36:45.414,USDEUR,89.91271,22600
2018-07-02,09:36:45.839,USDGBP,60.40088,15800
2018-07-02,09:37:00.026,GBPPLN,44.30845,20700
2018-07-02,09:37:00.076,GBPPLN,36.12382,90800
2018-07-02,09:37:00.129,USDGBP,20.04743,39400
2018-07-02,09:37:00.703,EURPLN,25.4993,31300
2018-07-02,09:37:00.798,USDGBP,73.82085,58000
2018-07-02,09:37:00.817,GBPPLN,89.14694,83800
2018-07-02,09:37:15.098,USDPLN,5.369724,2000
2018-07-02,09:37:15.117,GBPPLN,21.33531,97000
2018-07-02,09:37:15.311,GBPPLN,0.7088975,49300
2018-07-02,09:37:15.467,USDPLN,78.60948,36900
2018-07-02,09:37:15.617,GBPPLN,59.13326,51500
2018-07-02,09:37:15.826,GBPPLN,23.47777,33200
2018-07-02,09:37:15.921,EURPLN,27.68313,15100
2018-07-02,09:37:30.034,USDPLN,44.73381,60000
2018-07-02,09:37:30.060,USDEUR,96.31882,12700
2018-07-02,09:37:30.123,USDEUR,61.74648,41900
2018-07-02,09:37:30.421,GBPPLN,56.459,82300
2018-07-02,09:37:30.681,USDGBP,54.46239,1300
2018-07-02,09:37:30.783,USDPLN,42.55222,20100
2018-07-02,09:37:30.871,GBPPLN,83.33694,17500
2018-07-02,09:37:30.941,USDPLN,38.19849,92800
2018-07-02,09:37:45.386,EURPLN,13.73616,92600
2018-07-02,09:37:45.430,EURPLN,58.80428,69900
2018-07-02,09:38:00.070,EURPLN,28.01805,5200
2018-07-02,09:38:00.639,USDGBP,28.60353,76100
2018-07-02,09:38:00.656,USDPLN,19.79894,3200
2018-07-02,09:38:00.664,USDPLN,23.11154,23400
2018-07-02,09:38:00.667,EURPLN,16.06226,99900
2018-07-02,09:38:00.919,USDGBP,29.10838,21600
2018-07-02,09:38:00.952,USDGBP,16.60049,12700
2018-07-02,09:38:15.328,GBPPLN,15.76768,20900
2018-07-02,09:38:15.530,USDGBP,46.18893,28300
2018-07-02,09:38:15.772,USDPLN,56.47939,98000
2018-07-02,09:38:30.507,USDGBP,29.39462,10300
2018-07-02,09:38:30.880,EURPLN,53.41191,71800
2018-07-02,09:38:45.199,USDEUR,18.75481,57000
2018-07-02,09:38:45.270,USDGBP,62.2306,15100
2018-07-02,09:38:45.448,USDPLN,42.24837,2100
2018-07-02,09:38:45.503,GBPPLN,70.42018,56700
2018-07-02,09:38:45.609,USDGBP,50.51966,85900
2018-07-02,09:38:45.994,GBPPLN,20.22568,20300
2018-07-02,09:39:00.172,USDEUR,7.41644,33800
2018-07-02,09:39:00.323,GBPPLN,3.656074,83900
2018-07-02,09:39:00.903,USDEUR,97.48987,43500
2018-07-02,09:39:00.929,EURPLN,8.830649,48000
2018-07-02,09:39:00.935,EURPLN,76.86665,93800
2018-07-02,09:39:00.977,USDPLN,34.01213,21600
2018-07-02,09:39:15.003,USDGBP,95.15354,33100
2018-07-02,09:39:15.363,EURPLN,88.36164,53500
2018-07-02,09:39:30.016,EURPLN,40.19836,15200
2018-07-02,09:39:30.207,EURPLN,66.30774,8400
2018-07-02,09:39:30.279,USDGBP,72.39699,27800
2018-07-02,09:39:45.095,GBPPLN,40.66877,78200
2018-07-02,09:39:45.162,USDEUR,95.81834,29800
2018-07-02,09:39:45.279,USDEUR,52.98124,56800
2018-07-02,09:39:45.451,EURPLN,15.57285,14100
2018-07-02,09:39:45.525,EURPLN,39.52357,17800
2018-07-02,09:39:45.543,USDPLN,15.36335,44400
2018-07-02,09:39:45.588,GBPPLN,53.66833,61000
2018-07-02,09:40:00.128,USDEUR,36.79495,68100
2018-07-02,09:40:00.183,USDEUR,82.7579,79300
2018-07-02,09:40:00.229,USDPLN,8.676292,18100
2018-07-02,09:40:00.319,EURPLN,30.50111,26100
2018-07-02,09:40:00.497,EURPLN,59.3942,54100
2018-07-02,09:40:00.699,EURPLN,52.4651,94600
2018-07-02,09:40:00.782,EURPLN,80.65961,21000
2018-07-02,09:40:00.915,USDPLN,51.4465,99500
2018-07-02,09:40:15.055,GBPPLN,57.27988,83300
2018-07-02,09:40:15.328,USDPLN,72.421,74200
2018-07-02,09:40:15.381,EURPLN,49.86166,59400
2018-07-02,09:40:15.912,USDEUR,82.21101,84200
2018-07-02,09:40:30.460,USDGBP,36.02243,55400
2018-07-02,09:40:30.602,USDPLN,65.19471,41900
2018-07-02,09:40:30.609,GBPPLN,11.01868,46600
2018-07-02,09:40:30.859,USDEUR,7.902124,38800
2018-07-02,09:40:30.903,USDPLN,32.03474,10800
2018-07-02,09:40:30.921,USDEUR,45.02608,79200
2018-07-02,09:40:45.022,EURPLN,38.7609,15300
2018-07-02,09:40:45.175,USDGBP,62.17904,89400
2018-07-02,09:40:45.864,USDGBP,31.80757,63300
2018-07-02,09:41:00.078,USDGBP,14.68448,200
2018-07-02,09:41:00.257,USDGBP,10.85804,18900
2018-07-02,09:41:00.288,GBPPLN,18.91285,7700
2018-07-02,09:41:00.315,USDEUR,94.31157,26500
2018-07-02,09:41:15.470,USDEUR,99.20647,99300
2018-07-02,09:41:15.594,USDEUR,40.16652,26000
2018-07-02,09:41:15.702,EURPLN,41.18581,800
2018-07-02,09:41:15.774,EURPLN,34.04479,83000
2018-07-02,09:41:30.260,USDEUR,47.06322,99100
2018-07-02,09:41:30.376,USDGBP,85.93425,28500
2018-07-02,09:41:30.955,USDPLN,42.44291,46400
2018-07-02,09:41:30.979,GBPPLN,21.10484,88900
2018-07-02,09:41:45.250,USDPLN,94.22851,87100
2018-07-02,09:41:45.484,USDPLN,82.92806,9100
2018-07-02,09:41:45.510,USDEUR,71.59034,36200
2018-07-02,09:41:45.527,USDPLN,8.503612,10100
2018-07-02,09:41:45.938,EURPLN,20.47972,4300
2018-07-02,09:42:00.157,USDPLN,66.20644,78100
2018-07-02,09:42:00.242,EURPLN,40.76809,81700
2018-07-02,09:42:00.291,USDPLN,28.57883,20300
2018-07-02,09:42:00.409,USDEUR,78.99304,68800
2018-07-02,09:42:00.455,USDPLN,72.83685,3700
2018-07-02,09:42:00.794,USDPLN,50.38375,90100
2018-07-02,09:42:00.918,EURPLN,27.59075,87300
2018-07-02,09:42:15.076,GBPPLN,99.72754,98400
2018-07-02,09:42:15.110,USDPLN,23.58426,42900
2018-07-02,09:42:15.191,GBPPLN,43.16438,25900
2018-07-02,09:42:15.265,EURPLN,9.861428,58900
2018-07-02,09:42:15.610,EURPLN,79.11942,5500
2018-07-02,09:42:30.155,EURPLN,42.15831,36900
2018-07-02,09:42:30.284,GBPPLN,43.65781,91400
2018-07-02,09:42:45.410,USDEUR,23.33235,24100
2018-07-02,09:42:45.638,EURPLN,82.2431,21700
2018-07-02,09:42:45.697,USDPLN,2.152148,28400
2018-07-02,09:42:45.842,GBPPLN,61.22784,66900
2018-07-02,09:42:45.898,USDPLN,32.81476,4400
2018-07-02,09:42:45.958,GBPPLN,17.92735,3300
2018-07-02,09:43:00.176,USDGBP,1.431656,66600
2018-07-02,09:43:00.355,USDEUR,83.89968,95100
2018-07-02,09:43:00.725,USDEUR,44.59371,57700
2018-07-02,09:43:00.970,USDGBP,11.57706,32400
2018-07-02,09:43:15.025,GBPPLN,95.16545,98600
2018-07-02,09:43:15.399,EURPLN,96.9571,8500
2018-07-02,09:43:15.441,USDEUR,63.8822,23600
2018-07-02,09:43:15.860,GBPPLN,5.163411,66600
2018-07-02,09:43:30.312,GBPPLN,63.71695,17100
2018-07-02,09:43:45.118,USDPLN,90.72472,93300
2018-07-02,09:43:45.495,USDEUR,23.13953,73300
2018-07-02,09:43:45.554,USDPLN,63.9125,24300
2018-07-02,09:43:45.588,USDEUR,59.17389,67000
2018-07-02,09:43:45.707,USDEUR,74.97758,92800
2018-07-02,09:43:45.769,USDGBP,24.71499,52200
2018-07-02,09:44:00.069,USDGBP,13.0829,75500
2018-07-02,09:44:00.149,EURPLN,85.0014,56900
2018-07-02,09:44:00.251,USDGBP,73.0622,38500
2018-07-02,09:44:00.578,EURPLN,99.24827,56500
2018-07-02,09:44:00.625,USDEUR,12.95145,14000
2018-07-02,09:44:00.848,USDEUR,21.28434,15700
2018-07-02,09:44:00.903,EURPLN,59.39434,95800
2018-07-02,09:44:15.045,GBPPLN,14.81285,60000
2018-07-02,09:44:15.326,USDPLN,69.63177,29700
2018-07-02,09:44:15.531,USDEUR,58.40871,28600
2018-07-02,09:44:15.907,USDGBP,66.50623,55300
2018-07-02,09:44:30.140,USDEUR,16.44501,21600
2018-07-02,09:44:30.339,USDPLN,79.67812,54200
2018-07-02,09:44:30.574,EURPLN,30.57327,21300
2018-07-02,09:44:30.608,USDGBP,13.45671,47400
2018-07-02,09:44:30.823,USDGBP,97.89779,54100
2018-07-02,09:44:45.042,GBPPLN,40.16828,96100
2018-07-02,09:44:45.330,GBPPLN,14.43894,66900
2018-07-02,09:44:45.716,USDEUR,9.83146,54700
2018-07-02,09:44:45.845,GBPPLN,4.956223,4800
2018-07-02,09:44:45.934,EURPLN,70.21125,58600
2018-07-02,09:45:00.291,USDGBP,34.27346,19000
2018-07-02,09:45:00.307,USDGBP,34.69526,47100
2018-07-02,09:45:00.578,GBPPLN,61.65224,32000
2018-07-02,09:45:00.579,USDPLN,73.79298,38200
2018-07-02,09:45:00.628,USDGBP,26.73498,63100
2018-07-02,09:45:00.715,USDPLN,17.98747,48900
2018-07-02,09:45:00.766,USDGBP,93.44732,96600
2018-07-02,09:45:15.305,USDGBP,14.66451,83100
2018-07-02,09:45:15.527,EURPLN,20.0953,66500
2018-07-02,09:45:30.321,USDGBP,46.54046,23600
2018-07-02,09:45:30.419,EURPLN,91.03465,10800
2018-07-02,09:45:30.497,USDPLN,33.08109,32000
2018-07-02,09:45:30.549,GBPPLN,14.75529,74900
2018-07-02,09:45:30.983,USDGBP,15.75579,72500
2018-07-02,09:45:45.431,USDPLN,90.6799,56400
2018-07-02,09:45:45.697,EURPLN,88.29525,83100
2018-07-02,09:45:45.870,USDGBP,39.0497,92100
2018-07-02,09:45:45.874,EURPLN,27.81408,29000
2018-07-02,09:45:45.915,GBPPLN,71.78723,79500
2018-07-02,09:45:45.987,USDPLN,61.07103,96900
2018-07-02,09:46:00.143,USDGBP,74.83654,73800
2018-07-02,09:46:00.700,EURPLN,5.095304,20500
2018-07-02,09:46:00.784,GBPPLN,82.27014,25400
2018-07-02,09:46:00.830,USDPLN,99.72481,27600
2018-07-02,09:46:00.892,USDPLN,21.80851,8100
2018-07-02,09:46:15.054,GBPPLN,19.93057,3500
2018-07-02,09:46:15.266,GBPPLN,81.71421,62300
2018-07-02,09:46:15.740,USDEUR,64.29125,98900
2018-07-02,09:46:15.784,USDPLN,75.74435,42000
2018-07-02,09:46:15.801,USDPLN,82.63558,74900
2018-07-02,09:46:15.845,USDGBP,9.283858,2600
2018-07-02,09:46:15.972,GBPPLN,5.968978,59200
2018-07-02,09:46:30.021,USDPLN,92.21306,28900
2018-07-02,09:46:30.280,GBPPLN,56.01665,1400
2018-07-02,09:46:30.559,USDGBP,94.89753,70700
2018-07-02,09:46:30.652,GBPPLN,55.91994,21800
2018-07-02,09:46:30.991,USDEUR,31.7365,36500
2018-07-02,09:46:45.306,EURPLN,24.18784,25100
2018-07-02,09:46:45.323,GBPPLN,69.90968,28000
2018-07-02,09:46:45.380,GBPPLN,18.37748,40900
2018-07-02,09:46:45.844,USDPLN,35.21229,12300
2018-07-02,09:46:45.926,USDGBP,82.36092,77400
2018-07-02,09:47:00.183,GBPPLN,3.812919,8200
2018-07-02,09:47:00.221,USDEUR,76.25443,53500
2018-07-02,09:47:00.242,USDGBP,99.82122,5400
2018-07-02,09:47:00.298,EURPLN,12.07586,43200
2018-07-02,09:47:00.550,USDGBP,1.323162,99900
2018-07-02,09:47:00.765,GBPPLN,80.05363,41700
2018-07-02,09:47:00.787,GBPPLN,25.37457,51000
2018-07-02,09:47:15.180,GBPPLN,87.4762,87200
2018-07-02,09:47:15.392,GBPPLN,53.19595,39800
2018-07-02,09:47:15.550,EURPLN,29.79589,53200
2018-07-02,09:47:15.800,USDPLN,99.2037,10700
2018-07-02,09:47:30.236,EURPLN,89.98547,56300
2018-07-02,09:47:30.608,GBPPLN,62.83701,75900
2018-07-02,09:47:30.645,USDGBP,60.20106,30100
2018-07-02,09:47:30.656,USDGBP,59.3628,23900
2018-07-02,09:47:30.677,USDPLN,6.159164,30400
2018-07-02,09:47:45.033,GBPPLN,78.36989,36000
2018-07-02,09:47:45.179,USDGBP,6.334159,12900
2018-07-02,09:47:45.355,USDEUR,10.35884,66600
2018-07-02,09:47:45.818,EURPLN,89.3461,18700
2018-07-02,09:48:00.277,EURPLN,32.19802,13800
2018-07-02,09:48:00.292,USDEUR,58.56801,14400
2018-07-02,09:48:00.703,EURPLN,62.28778,27900
2018-07-02,09:48:00.982,USDPLN,84.97919,14100
2018-07-02,09:48:15.599,USDPLN,49.55167,68200
2018-07-02,09:48:15.630,EURPLN,91.51466,33300
2018-07-02,09:48:15.650,USDGBP,32.41312,800
2018-07-02,09:48:15.702,USDEUR,33.42919,40700
2018-07-02,09:48:30.509,USDPLN,69.70987,7200
2018-07-02,09:48:30.713,USDGBP,75.50816,51000
2018-07-02,09:48:30.904,USDGBP,12.58098,46800
2018-07-02,09:48:30.989,USDEUR,99.56037,60500
2018-07-02,09:48:45.025,USDPLN,0.6577943,86300
2018-07-02,09:48:45.069,USDGBP,97.9235,27200
2018-07-02,09:48:45.479,GBPPLN,7.860573,99000
2018-07-02,09:48:45.889,USDGBP,34.39138,89000
2018-07-02,09:49:00.199,USDPLN,50.38968,19200
2018-07-02,09:49:00.718,USDPLN,3.731804,26800
2018-07-02,09:49:00.821,USDEUR,44.53289,4100
2018-07-02,09:49:00.919,USDGBP,32.20403,49000
2018-07-02,09:49:15.030,GBPPLN,60.74298,8200
2018-07-02,09:49:15.259,USDPLN,67.40881,72000
2018-07-02,09:49:15.489,USDGBP,87.53709,35800
2018-07-02,09:49:15.526,USDPLN,34.59721,10800
2018-07-02,09:49:15.540,USDEUR,11.8125,13000
2018-07-02,09:49:15.701,EURPLN,41.95079,81000
2018-07-02,09:49:15.924,GBPPLN,49.38829,36400
2018-07-02,09:49:15.931,USDEUR,54.93094,1600
2018-07-02,09:49:30.009,USDEUR,87.99352,21400
2018-07-02,09:49:30.707,USDGBP,40.00442,25800
2018-07-02,09:49:30.822,GBPPLN,28.73489,72300
2018-07-02,09:49:45.088,USDGBP,98.48428,37200
2018-07-02,09:49:45.177,USDGBP,17.07165,98200
2018-07-02,09:49:45.352,USDGBP,27.95749,84500
2018-07-02,09:49:45.454,GBPPLN,45.80394,90500
2018-07-02,09:49:45.580,USDGBP,48.14954,28600
2018-07-02,09:49:45.867,USDEUR,17.89901,36400
2018-07-02,09:50:00.206,GBPPLN,15.03275,300
2018-07-02,09:50:00.223,USDGBP,74.63876,47700
2018-07-02,09:50:00.644,USDGBP,38.17333,75200
2018-07-02,09:50:15.020,USDPLN,31.64077,21200
2018-07-02,09:50:15.240,USDPLN,16.39629,58800
2018-07-02,09:50:15.526,USDPLN,75.36002,45300
2018-07-02,09:50:15.553,GBPPLN,26.71576,34600
2018-07-02,09:50:30.101,USDPLN,27.60393,60200
2018-07-02,09:50:30.115,USDGBP,71.15479,32800
2018-07-02,09:50:30.568,EURPLN,45.72066,63200
2018-07-02,09:50:30.593,USDEUR,88.41105,71100
2018-07-02,09:50:30.877,GBPPLN,73.55621,34200
2018-07-02,09:50:45.204,USDGBP,72.32579,70700
2018-07-02,09:50:45.236,USDPLN,7.427737,15600
2018-07-02,09:50:45.392,GBPPLN,54.52608,61100
2018-07-02,09:50:45.959,EURPLN,11.20789,32500
2018-07-02,09:51:00.104,USDGBP,53.39344,86800
2018-07-02,09:51:00.225,USDEUR,8.104657,48600
2018-07-02,09:51:00.857,USDEUR,49.238,48800
2018-07-02,09:51:00.965,GBPPLN,17.93617,45900
2018-07-02,09:51:15.071,USDGBP,67.11749,84000
2018-07-02,09:51:15.665,USDGBP,94.98178,56500
2018-07-02,09:51:30.344,GBPPLN,98.73038,51200
2018-07-02,09:51:30.421,USDEUR,14.71434,50600
2018-07-02,09:51:30.600,USDGBP,58.53902,22100
2018-07-02,09:51:30.748,USDEUR,46.39564,38100
2018-07-02,09:51:45.085,USDEUR,38.43853,63900
2018-07-02,09:51:45.110,USDGBP,12.74909,27100
2018-07-02,09:51:45.218,EURPLN,25.57858,51700
2018-07-02,09:51:45.638,GBPPLN,33.10492,3800
2018-07-02,09:51:45.815,USDEUR,74.18098,42200
2018-07-02,09:51:45.861,USDGBP,60.00569,48200
2018-07-02,09:52:00.104,USDGBP,86.64024,67500
2018-07-02,09:52:00.424,EURPLN,22.07835,77800
2018-07-02,09:52:15.107,USDGBP,90.7393,21300
2018-07-02,09:52:15.168,GBPPLN,86.85894,43100
2018-07-02,09:52:15.448,USDEUR,22.01045,27200
2018-07-02,09:52:15.557,EURPLN,35.39959,52300
2018-07-02,09:52:15.957,USDGBP,31.32923,96600
2018-07-02,09:52:30.057,GBPPLN,56.10868,18900
2018-07-02,09:52:30.452,GBPPLN,70.83419,87100
2018-07-02,09:52:30.708,USDGBP,96.39048,88500
2018-07-02,09:52:30.806,USDEUR,81.47394,13600
2018-07-02,09:52:45.308,GBPPLN,90.30695,6300
2018-07-02,09:52:45.469,USDGBP,15.68602,43900
2018-07-02,09:52:45.598,USDGBP,98.99058,48100
2018-07-02,09:53:00.027,USDEUR,52.8326,1000
2018-07-02,09:53:00.446,USDGBP,84.1156,35600
2018-07-02,09:53:00.523,EURPLN,62.59774,48600
2018-07-02,09:53:00.639,USDPLN,7.291392,44100
2018-07-02,09:53:00.727,EURPLN,83.49747,54400
2018-07-02,09:53:00.728,GBPPLN,57.68941,88600
2018-07-02,09:53:15.137,USDGBP,2.111504,46400
2018-07-02,09:53:15.252,USDPLN,83.47078,64800
2018-07-02,09:53:15.330,USDEUR,2.496644,1300
2018-07-02,09:53:15.333,EURPLN,83.85474,52200
2018-07-02,09:53:15.425,USDEUR,48.52016,54700
2018-07-02,09:53:15.578,EURPLN,79.77512,97600
2018-07-02,09:53:15.744,USDEUR,58.42071,42900
2018-07-02,09:53:15.776,USDEUR,94.94654,2000
2018-07-02,09:53:15.932,EURPLN,52.03675,8400
2018-07-02,09:53:15.944,GBPPLN,52.02673,80300
2018-07-02,09:53:30.145,USDPLN,47.43469,40700
2018-07-02,09:53:30.148,GBPPLN,87.81041,37600
2018-07-02,09:53:30.414,USDPLN,61.35499,60000
2018-07-02,09:53:30.682,EURPLN,47.80487,43400
2018-07-02,09:53:45.261,USDGBP,8.271739,70300
2018-07-02,09:53:45.595,GBPPLN,52.27337,6100
2018-07-02,09:53:45.679,EURPLN,41.60781,5000
2018-07-02,09:53:45.818,GBPPLN,92.33344,71400
2018-07-02,09:53:45.879,GBPPLN,19.57186,95100
2018-07-02,09:53:45.900,USDGBP,34.22286,53900
2018-07-02,09:54:00.016,USDGBP,97.40108,99600
2018-07-02,09:54:00.066,GBPPLN,54.01881,81700
2018-07-02,09:54:00.123,EURPLN,83.07796,46200
2018-07-02,09:54:00.409,USDPLN,96.47797,46200
2018-07-02,09:54:00.447,EURPLN,71.27278,1300
2018-07-02,09:54:00.840,GBPPLN,88.2192,63500
2018-07-02,09:54:15.183,USDEUR,85.49597,76700
2018-07-02,09:54:15.463,EURPLN,48.51919,35600
2018-07-02,09:54:15.539,GBPPLN,3.998134,98700
2018-07-02,09:54:15.541,GBPPLN,56.60535,97600
2018-07-02,09:54:15.712,USDGBP,39.84286,3600
2018-07-02,09:54:15.783,USDGBP,8.426054,73400
2018-07-02,09:54:15.887,USDPLN,32.37785,2400
2018-07-02,09:54:30.479,EURPLN,46.9853,38900
2018-07-02,09:54:45.122,GBPPLN,78.07155,10000
